273,e273,n2663,n2664,816,14,17
274,e274,n2666,n2667,299,15,6
275,e275,n2667,n2668,229,19,5
276,e276,n2668,n2669,227,10,5
277,e277,n2668,n2670,779,7,16
278,e278,n720,n724,862,14,18
279,e279,n714,n720,708,5,15
280,e280,n720,n726,250,14,5
281,e281,n726,n733,389,5,8
282,e282,n733,n765,795,20,16
283,e283,n765,n788,401,20,9
284,e284,n765,n774,297,6,6
285,e285,n782,n2683,673,19,14
286,e286,n782,n2684,274,5,6
287,e287,n769,n804,786,11,16
288,e288,n769,n788,975,10,20
289,e289,n755,n769,817,16,17
290,e290,n48,n49,304,10,7
291,e291,n39,n48,868,18,18
292,e292,n34,n39,228,9,5
293,e293,n39,n46,883,17,18
294,e294,n755,n805,208,6,5
295,e295,n805,n2639,394,17,8
296,e296,n2639,n2640,871,18,18
297,e297,n18,n23,672,8,14
298,e298,n16,n18,948,17,19
299,e299,n14,n18,880,16,18
300,e300,n32,n44,550,13,11
301,e301,n1404,n1417,786,7,16
302,e302,n1398,n1404,965,5,20
303,e303,n1393,n1398,919,8,19
304,e304,n1403,n1405,504,13,11
305,e305,n1393,n1403,916,17,19
306,e306,n1403,n1415,993,13,20
307,e307,n736,n755,567,7,12
308,e308,n51,n52,468,8,10
309,e309,n43,n52,343,11,7
310,e310,n40,n42,365,6,8
311,e311,n42,n45,214,10,5
312,e312,n40,n43,904,10,19
313,e313,n28,n43,971,6,20
314,e314,n24,n28,603,11,13
315,e315,n28,n35,629,14,13
316,e316,n2510,n2514,958,19,20
317,e317,n2507,n2510,323,14,7
318,e318,n2510,n2516,794,6,16
319,e319,n2516,n2517,769,19,16
320,e320,n2519,n2523,886,12,18
321,e321,n2521,n2523,363,19,8
322,e322,n2514,n2521,761,13,16
323,e323,n2521,n2532,249,12,5
324,e324,n1459,n1465,719,14,15
325,e325,n1465,n1467,845,12,17
326,e326,n1465,n1507,517,17,11
327,e327,n2651,n2652,620,16,13
328,e328,n66,n74,739,5,15
329,e329,n74,n80,911,9,19
330,e330,n74,n92,777,9,16
331,e331,n92,n104,974,5,20
332,e332,n104,n2685,667,6,14
333,e333,n2685,n2686,351,10,8
334,e334,n2686,n2689,446,16,9
335,e335,n2689,n2694,463,12,10
336,e336,n1510,n2694,908,10,19
337,e337,n1496,n1510,767,19,16
338,e338,n2695,n2696,388,6,8
339,e339,n2695,n2697,794,9,16
340,e340,n2695,n2698,844,11,17
341,e341,n2698,n2699,592,9,12
342,e342,n1537,n2699,496,20,10
343,e343,n1530,n1537,391,19,8
344,e344,n1530,n1535,870,12,18
345,e345,n1522,n1530,433,19,9
346,e346,n31,n38,450,18,9
347,e347,n26,n31,527,16,11
348,e348,n20,n31,306,15,7
349,e349,n15,n23,314,14,7
350,e350,n38,n44,333,20,7
351,e351,n2504,n2511,291,17,6
352,e352,n2502,n2504,295,10,6
353,e353,n2504,n2509,304,17,7
354,e354,n2509,n2513,970,15,20
355,e355,n2513,n2526,494,14,10
356,e356,n2511,n2513,719,5,15
357,e357,n2539,n2542,993,14,20
358,e358,n2538,n2539,861,11,18
359,e359,n2539,n2541,361,6,8
360,e360,n2541,n2544,809,8,17
361,e361,n2544,n2546,390,10,8
362,e362,n2546,n2549,557,17,12
363,e363,n105,n2549,412,6,9
364,e364,n96,n105,501,6,11
365,e365,n74,n96,375,18,8
366,e366,n29,n41,963,9,20
367,e367,n29,n34,454,10,10
368,e368,n22,n29,805,11,17
369,e369,n22,n36,799,13,16
370,e370,n19,n22,796,14,16
371,e371,n19,n30,268,13,6
372,e372,n15,n19,704,6,15
373,e373,n14,n15,845,9,17
374,e374,n1372,n1387,516,16,11
375,e375,n1387,n1393,673,19,14
376,e376,n1393,n1400,888,14,18
377,e377,n1400,n1405,433,13,9
378,e378,n1405,n1500,270,7,6
379,e379,n1496,n1500,810,16,17
380,e380,n57,n60,692,17,14
381,e381,n55,n57,482,15,10
382,e382,n53,n55,896,7,18
383,e383,n51,n53,895,17,18
384,e384,n49,n51,994,11,20
385,e385,n47,n49,860,18,18
386,e386,n2700,n2701,751,9,16
387,e387,n2701,n2702,568,16,12
388,e388,n810,n2702,376,9,8
389,e389,n2517,n2519,293,7,6
390,e390,n2519,n2531,535,17,11
391,e391,n2526,n2533,575,12,12
392,e392,n2526,n2532,346,11,7
393,e393,n2511,n2512,829,12,17
394,e394,n788,n1415,866,7,18
395,e395,n774,n813,411,17,9
396,e396,n813,n2631,343,18,7
397,e397,n2631,n2632,792,11,16
398,e398,n782,n792,601,11,13
399,e399,n773,n782,971,20,20
400,e400,n760,n773,672,9,14
401,e401,n750,n760,359,11,8
402,e402,n748,n750,706,17,15
403,e403,n745,n748,492,15,10
404,e404,n742,n745,826,16,17
405,e405,n740,n742,362,7,8
406,e406,n736,n740,401,5,9
407,e407,n736,n790,880,16,18
408,e408,n727,n736,353,10,8
409,e409,n2514,n2518,554,13,12
410,e410,n2507,n2515,725,16,15
411,e411,n2503,n2507,723,15,15
412,e412,n2644,n2646,317,11,7
413,e413,n2644,n2647,380,13,8
414,e414,n2647,n2649,603,17,13
415,e415,n2646,n2649,451,16,10
416,e416,n1415,n1419,991,18,20
417,e417,n1419,n2696,629,11,13
418,e418,n1535,n2697,917,15,19
419,e419,n1522,n2704,239,5,5
420,e420,n1520,n1522,636,10,13
421,e421,n46,n51,864,19,18
422,e422,n41,n46,999,10,20
423,e423,n36,n41,541,18,11
424,e424,n30,n36,818,9,17
425,e425,n26,n30,436,6,9
426,e426,n23,n26,403,6,9
427,e427,n724,n738,225,17,5
428,e428,n724,n727,832,12,17
429,e429,n2704,n2705,577,8,12
430,e430,n2703,n2704,224,6,5
431,e431,n2517,n2520,583,6,12
432,e432,n24,n40,826,5,17
433,e433,n17,n24,457,7,10
434,e434,n13,n17,622,17,13
435,e435,n10,n13,941,8,19
436,e436,n2680,n2681,322,6,7
437,e437,n2681,n2682,860,13,18
438,e438,n2617,n2682,848,15,17
439,e439,n2612,n2617,562,14,12
440,e440,n2606,n2612,907,15,19
441,e441,n2597,n2606,824,20,17
442,e442,n2591,n2597,996,20,20
443,e443,n2584,n2591,305,18,7
444,e444,n2573,n2584,536,16,11
445,e445,n2564,n2573,695,7,14
446,e446,n2558,n2564,312,16,7
447,e447,n2551,n2558,393,19,8
448,e448,n2547,n2551,358,6,8
449,e449,n2542,n2547,852,12,18
450,e450,n2537,n2538,288,5,6
451,e451,n2535,n2537,833,18,17
452,e452,n2534,n2535,201,13,5
453,e453,n2533,n2534,439,17,9
454,e454,n2515,n2518,896,20,18
455,e455,n2515,n2524,850,12,17
456,e456,n2522,n2525,251,8,6
457,e457,n2525,n2528,539,16,11
458,e458,n2528,n2529,825,20,17
459,e459,n2529,n2530,625,6,13
460,e460,n2527,n2530,726,6,15
461,e461,n2522,n2527,978,17,20
462,e462,n2512,n2522,284,16,6
463,e463,n2505,n2506,322,17,7
464,e464,n2506,n2508,450,12,9
465,e465,n25,n38,948,6,19
466,e466,n2691,n2692,260,9,6
467,e467,n2690,n2691,570,11,12
468,e468,n2691,n2693,956,19,20
469,e469,n2692,n2693,382,15,8
470,e470,n2688,n2690,991,16,20
471,e471,n2687,n2688,847,12,17
472,e472,n2686,n2687,299,11,6
473,e473,n1490,n1496,260,10,6
474,e474,n1496,n1497,440,17,9
475,e475,n1497,n1499,982,11,20
476,e476,n1499,n1520,976,15,20
477,e477,n810,n2524,255,20,6
478,e478,n790,n810,902,6,19
479,e479,n35,n47,898,19,18
480,e480,n34,n35,510,6,11
481,e481,n2679,n2680,653,10,14
482,e482,n2678,n2679,675,11,14
483,e483,n2677,n2678,621,19,13
484,e484,n2676,n2677,538,7,11
485,e485,n2675,n2676,303,12,7
486,e486,n2674,n2675,436,10,9
487,e487,n2673,n2674,519,20,11
488,e488,n2672,n2673,385,5,8
489,e489,n2670,n2672,763,11,16
490,e490,n2670,n2671,530,13,11
491,e491,n9,n21,928,6,19
492,e492,n21,n27,455,15,10
493,e493,n27,n33,238,11,5
494,e494,n33,n66,961,13,20
495,e495,n80,n89,911,20,19
496,e496,n89,n110,540,6,11
497,e497,n2706,n2708,638,15,13
498,e498,n2706,n2707,379,14,8
499,e499,n364,n384,949,11,19
500,e500,n360,n364,761,13,16
501,e501,n2824,n2827,210,7,5
502,e502,n2824,n2825,410,18,9
503,e503,n2824,n2826,583,15,12
504,e504,n444,n2826,438,18,9
505,e505,n2826,n2828,360,9,8
506,e506,n380,n389,983,6,20
507,e507,n361,n380,452,19,10
508,e508,n380,n385,386,15,8
509,e509,n2796,n2838,251,17,6
510,e510,n2838,n2839,226,10,5
511,e511,n2838,n2845,393,15,8
512,e512,n2897,n2898,302,13,7
513,e513,n2898,n2899,971,9,20
514,e514,n387,n392,571,15,12
515,e515,n373,n387,313,5,7
516,e516,n387,n391,564,9,12
517,e517,n391,n398,388,7,8
518,e518,n382,n391,363,17,8
519,e519,n442,n453,694,16,14
520,e520,n442,n445,873,12,18
521,e521,n424,n433,490,13,10
522,e522,n424,n426,385,19,8
523,e523,n419,n424,723,7,15
524,e524,n2839,n2841,460,16,10
525,e525,n2841,n2842,841,9,17
526,e526,n2842,n2844,890,13,18
527,e527,n2844,n2846,877,5,18
528,e528,n2846,n2851,736,20,15
529,e529,n2851,n2858,793,20,16
530,e530,n2858,n2886,416,18,9
531,e531,n2858,n2881,702,6,15
532,e532,n368,n383,821,11,17
533,e533,n368,n378,791,16,16
534,e534,n363,n368,817,11,17
535,e535,n398,n418,698,6,14
536,e536,n392,n398,774,10,16
537,e537,n383,n392,904,15,19
538,e538,n369,n373,369,16,8
539,e539,n373,n381,760,5,16
540,e540,n407,n430,271,19,6
541,e541,n378,n407,209,10,5
542,e542,n407,n2781,546,16,11
543,e543,n2778,n2781,771,12,16
544,e544,n418,n2781,592,13,12
545,e545,n2852,n2853,517,8,11
546,e546,n2853,n2854,515,18,11
547,e547,n2854,n2856,930,10,19
548,e548,n2856,n2861,227,20,5
549,e549,n2861,n2865,815,10,17
550,e550,n2865,n2893,494,19,10
551,e551,n2886,n2893,516,18,11
552,e552,n377,n415,333,5,7
553,e553,n431,n436,656,12,14
554,e554,n404,n431,422,10,9
555,e555,n431,n434,594,17,12
556,e556,n434,n438,769,10,16
557,e557,n436,n438,480,14,10
558,e558,n404,n449,850,15,17
559,e559,n390,n404,951,18,20
560,e560,n2913,n2915,763,15,16
561,e561,n2913,n2917,860,17,18
562,e562,n2913,n2914,778,19,16
563,e563,n2914,n2916,899,20,18
564,e564,n2915,n2916,642,8,13
565,e565,n2917,n2919,745,9,15
566,e566,n2917,n2918,889,11,18
567,e567,n2919,n2922,302,13,7
568,e568,n362,n363,714,14,15
569,e569,n363,n365,744,10,15
570,e570,n359,n360,814,17,17
571,e571,n359,n361,875,14,18
572,e572,n385,n415,518,17,11
573,e573,n385,n394,838,17,17
574,e574,n2847,n2849,327,5,7
575,e575,n2845,n2847,453,5,10
576,e576,n2845,n2850,381,18,8
577,e577,n2850,n2855,870,11,18
578,e578,n2850,n2852,563,20,12
579,e579,n2839,n2840,651,20,14
580,e580,n2840,n2843,624,12,13
581,e581,n2843,n2848,535,8,11
582,e582,n449,n2848,472,14,10
583,e583,n386,n390,525,12,11
584,e584,n390,n395,633,6,13
585,e585,n2881,n2884,241,9,5
586,e586,n465,n2884,948,15,19
587,e587,n2884,n2896,903,12,19
588,e588,n358,n359,842,9,17
589,e589,n358,n362,617,7,13
590,e590,n386,n403,704,10,15
591,e591,n370,n386,889,16,18
592,e592,n415,n423,772,17,16
593,e593,n423,n427,326,15,7
594,e594,n427,n437,523,8,11
595,e595,n437,n444,970,10,20
596,e596,n2828,n2829,381,17,8
597,e597,n2829,n2830,208,6,5
598,e598,n2830,n2831,891,6,18
599,e599,n2831,n2832,674,19,14
600,e600,n470,n2923,689,13,14
601,e601,n445,n470,403,11,9
602,e602,n426,n442,714,14,15
603,e603,n412,n419,646,13,13
604,e604,n396,n412,713,19,15
605,e605,n384,n412,360,8,8
606,e606,n2778,n2809,276,7,6
607,e607,n381,n382,911,14,19
608,e608,n382,n396,776,7,16
609,e609,n2903,n2905,589,12,12
610,e610,n2901,n2903,856,7,18
611,e611,n2899,n2901,229,11,5
612,e612,n2899,n2900,451,9,10
613,e613,n2900,n2902,536,17,11
614,e614,n2902,n2904,960,20,20
615,e615,n2904,n2906,889,8,18
616,e616,n2906,n2908,543,9,11
617,e617,n2906,n2907,445,7,9
618,e618,n374,n383,302,12,7
619,e619,n367,n369,663,14,14
620,e620,n369,n374,458,14,10
621,e621,n2881,n2895,494,19,10
622,e622,n422,n465,982,14,20
623,e623,n395,n422,908,6,19
624,e624,n362,n370,612,19,13
625,e625,n365,n367,713,16,15
626,e626,n2911,n2912,714,14,15
627,e627,n2910,n2911,429,7,9
628,e628,n2909,n2910,572,6,12
629,e629,n2908,n2909,237,7,5
630,e630,n449,n2907,575,9,12
631,e631,n449,n2918,913,5,19
632,e632,n422,n2918,664,11,14
633,e633,n2836,n2837,360,14,8
634,e634,n2835,n2836,817,15,17
635,e635,n2834,n2835,293,13,6
636,e636,n2833,n2834,598,19,12
637,e637,n2827,n2833,603,8,13
638,e638,n2920,n2921,782,20,16
639,e639,n2919,n2920,848,16,17
640,e640,n371,n376,291,17,6
641,e641,n371,n374,203,7,5
642,e642,n367,n371,748,20,15
643,e643,n406,n443,864,6,18
644,e644,n399,n409,433,10,9
645,e645,n452,n2924,471,18,10
646,e646,n2925,n2926,281,6,6
647,e647,n2925,n2927,825,9,17
648,e648,n2927,n2931,909,9,19
649,e649,n1036,n1050,777,19,16
650,e650,n1027,n1036,435,8,9
651,e651,n1022,n1027,837,15,17
652,e652,n1013,n1022,277,14,6
653,e653,n973,n974,757,12,16
654,e654,n974,n1006,961,15,20
655,e655,n966,n973,516,15,11
656,e656,n960,n966,383,6,8
657,e657,n956,n960,519,7,11
658,e658,n952,n956,265,12,6
659,e659,n950,n952,781,9,16
660,e660,n949,n950,324,17,7
661,e661,n462,n467,894,10,18
662,e662,n462,n471,851,16,18
663,e663,n455,n462,246,14,5
664,e664,n441,n457,622,20,13
665,e665,n441,n455,647,18,13
666,e666,n432,n441,949,20,19
667,e667,n2753,n2759,215,16,5
668,e668,n2753,n2758,899,17,18
669,e669,n2748,n2753,602,15,13
670,e670,n2758,n2766,566,16,12
671,e671,n2758,n2760,250,6,5
672,e672,n2792,n2801,646,14,13
673,e673,n2777,n2792,669,13,14
674,e674,n471,n2792,970,18,20
675,e675,n2777,n2786,668,11,14
676,e676,n2767,n2777,245,13,5
677,e677,n3043,n3044,683,13,14
678,e678,n3044,n3046,916,13,19
679,e679,n3044,n3045,572,10,12
680,e680,n3046,n3048,932,5,19
681,e681,n3047,n3049,763,6,16
682,e682,n3046,n3047,225,9,5
683,e683,n3050,n3051,793,9,16
684,e684,n3049,n3050,705,6,15
685,e685,n3049,n3052,572,17,12
686,e686,n2810,n3056,203,6,5
687,e687,n2810,n3045,828,19,17
688,e688,n2794,n2810,848,16,17
689,e689,n3057,n3058,310,13,7
690,e690,n3058,n3059,736,17,15
691,e691,n2818,n3058,505,17,11
692,e692,n3059,n3060,662,10,14
693,e693,n3059,n3061,937,18,19
694,e694,n2813,n3065,886,13,18
695,e695,n2813,n3063,566,13,12
696,e696,n2802,n2813,735,9,15
697,e697,n3061,n3062,989,11,20
698,e698,n3063,n3064,564,10,12
699,e699,n2762,n2776,616,12,13
700,e700,n2749,n2762,519,7,11
701,e701,n2762,n2768,784,12,16
702,e702,n2812,n3066,400,17,8
703,e703,n3054,n3055,564,7,12
704,e704,n3053,n3054,292,19,6
705,e705,n391,n410,744,7,15
706,e706,n410,n417,428,12,9
707,e707,n417,n464,693,12,14
708,e708,n464,n468,212,10,5
709,e709,n464,n3329,418,11,9
710,e710,n3067,n3068,518,6,11
711,e711,n3180,n3185,216,14,5
712,e712,n3173,n3180,629,12,13
713,e713,n3180,n3182,551,20,12
714,e714,n3182,n3184,236,15,5
715,e715,n3184,n3187,643,14,13
716,e716,n3186,n3187,886,18,18
717,e717,n1060,n3186,552,17,12
718,e718,n3186,n3188,484,5,10
719,e719,n964,n978,221,18,5
720,e720,n978,n984,422,18,9
721,e721,n978,n993,340,14,7
722,e722,n996,n1005,211,5,5
723,e723,n991,n996,984,19,20
724,e724,n987,n996,834,8,17
725,e725,n981,n987,724,8,15
726,e726,n975,n979,393,14,8
727,e727,n979,n981,840,18,17
728,e728,n979,n990,835,17,17
729,e729,n981,n990,969,17,20
730,e730,n990,n992,949,11,19
731,e731,n990,n1012,767,7,16
732,e732,n3002,n3004,718,7,15
733,e733,n2988,n3002,542,18,11
734,e734,n2988,n2990,493,6,10
735,e735,n2985,n2988,507,17,11
736,e736,n3189,n3190,317,7,7
737,e737,n2994,n3003,461,16,10
738,e738,n3003,n3008,574,12,12
739,e739,n3008,n3009,664,17,14
740,e740,n3009,n3012,640,8,13
741,e741,n3003,n3009,497,5,10
742,e742,n3138,n3155,709,18,15
743,e743,n3138,n3150,592,5,12
744,e744,n3134,n3138,850,8,17
745,e745,n3155,n3307,591,20,12
746,e746,n2775,n2794,935,19,19
747,e747,n2768,n2775,313,5,7
748,e748,n2775,n2812,852,5,18
749,e749,n2794,n2806,827,11,17
750,e750,n2806,n2818,201,8,5
751,e751,n2818,n3053,993,17,20
752,e752,n3052,n3053,893,15,18
753,e753,n463,n3052,840,10,17
754,e754,n446,n463,566,12,12
755,e755,n418,n428,791,11,16
756,e756,n3157,n3161,328,13,7
757,e757,n3150,n3157,989,16,20
758,e758,n3161,n3176,360,14,8
759,e759,n3172,n3176,892,20,18
760,e760,n3172,n3308,398,16,8
761,e761,n3308,n3309,390,6,8
762,e762,n3308,n3310,693,9,14
763,e763,n1024,n3310,954,16,20
764,e764,n1014,n1024,728,17,15
765,e765,n1024,n1025,734,17,15
766,e766,n2942,n2944,405,7,9
767,e767,n2944,n2947,244,16,5
768,e768,n2942,n2955,303,20,7
